OBJECTID,StopID,Direction,Routes_ser
3362,N31670,Outbound,"1, 91"
3363,N31680,Outbound,"1, 91"
3364,N31690,Outbound,"1, 91"
3365,N31700,Outbound,"1, 91"
3366,N31710,Outbound,"1, 91"
3367,N31720,Outbound,"1, 91"
3368,N31730,Outbound,"1, 91"
3369,N31750,Outbound,"1, 91"
3370,N31760,Inbound,"1, 91"
3371,N31770,Outbound,"1, 91"
3372,N31780,Outbound,"1, 91"
3373,N31790,Inbound,"17, 18"
3374,N31800,Inbound,"17, 18"
3375,N31805,Inbound,"17, 18"
3376,N31810,Inbound,"17, 18"
3377,N31845,Inbound,17
3378,N31856,Inbound,17
3379,N31862,Outbound,17
3380,N31878,Outbound,17
3381,N31886,Outbound,17
3382,N31905,Inbound,6
3383,N31907,Outbound,6
3384,N32330,Outbound,O5
3385,N32350,Inbound,O5
3386,N32360,Outbound,O5
3387,N32380,Both,12
3388,N32400,Both,"12, O12, P13"
3389,N32410,Inbound,"12, O12"
3390,N32420,Outbound,"12, O12"
3391,N32430,Inbound,"12, O12"
3392,N32460,Both,"12, 2, O12"
3393,N32480,Both,"12, 2, O12"
3394,N32490,Outbound,"12, O12"
3395,N32530,Outbound,"12, O12"
3396,N32540,Both,"O12, P13"
3397,N32550,Both,"12, 2, O12"
3398,N32560,Inbound,O12
3399,N32570,Outbound,O12
3400,N32590,Outbound,12
3401,N32650,Both,"12, 2, O12"
3402,N32670,Inbound,"12, O12"
3403,N32680,Outbound,"12, O12"
3404,N32690,Both,"O12, P13"
3405,N32700,Inbound,"12, O12"
3406,N32720,Both,"O12, P13"
3407,N32730,Both,"12, 2, O12, P13"
3408,N32740,Outbound,"12, O12"
3409,N32750,Inbound,"12, O12"
3410,N32760,Inbound,"12, O12"
3411,N32770,Outbound,"12, O12"
3412,N32780,Both,"12, 2, O12"
3413,N32790,Inbound,"12, O12"
3414,N32800,Both,"12, 2, O12"
3415,N32815,Both,"12, 2, O12"
3416,N32820,Outbound,O12
3417,N32840,Inbound,O12
3418,N32850,Outbound,O12
3419,N32855,Inbound,"12, O12"
3420,N32890,Both,"12, 2, O12"
3421,N32930,Both,"12, 2, O12"
3422,N32940,Both,"12, 2, O12"
3423,N32970,Outbound,"12, O12"
3424,N32980,Outbound,"12, O12"
3425,N33000,Both,"12, 2, O12"
3426,N33025,Inbound,"12, O12"
3427,N33040,Inbound,12
3428,N33100,Outbound,"12, O12"
3429,N33120,Both,"12, 2, O12"
3430,N33150,Inbound,"12, O12"
3431,N33200,Outbound,11
3432,N33210,Outbound,11
3433,N33220,Outbound,11
3434,N33230,Outbound,11
3435,N33470,Outbound,14
3436,N33490,Inbound,14
3437,N33500,Outbound,14
3438,N33540,Inbound,14
3439,N33560,Inbound,14
3440,N33570,Outbound,14
3441,N33580,Inbound,14
3442,N33590,Outbound,14
3443,N33595,Inbound,14
3444,N33610,Inbound,14
3445,N33660,Outbound,14
3446,N33675,Inbound,14
3447,N33677,Outbound,14
3448,N33700,Outbound,18
3449,N33705,Outbound,18
3450,N33710,Outbound,18
3451,N35490,Outbound,"15, 6"
3452,N35500,Inbound,"15, 6"
3453,N35510,Outbound,"15, 6"
3454,N35530,Inbound,"15, 6"
3455,N35540,Inbound,"15, 6"
3456,N35550,Inbound,"15, 6"
3457,N35560,Outbound,"15, 6"
3458,N35570,Inbound,"15, 6"
3459,N35630,Outbound,"15, 6"
3460,N35640,Outbound,"15, 6"
3461,N35650,Inbound,"2, P13"
3462,N35660,Inbound,"2, P13"
3463,N35670,Inbound,"2, P13"
3464,N35700,Inbound,"2, P13"
3465,N35740,Inbound,"2, P13"
3466,N35760,Inbound,"2, P13"
3467,N35765,Outbound,"2, P13"
3468,N35810,Inbound,"2, P13"
3469,N35820,Outbound,"2, P13"
3470,N35830,Outbound,"2, P13"
3471,N35850,Outbound,"2, P13"
3472,N35890,Inbound,"2, P13"
3473,N35900,Inbound,"2, P13"
3474,N35920,Outbound,"2, P13"
3475,N35930,Inbound,"2, P13"
3476,N35940,Inbound,"2, P13"
3477,N35950,Outbound,"2, P13"
3478,N35990,Inbound,"2, P13"
3479,N36050,Inbound,"2, P13"
3480,N36055,Outbound,"2, P13"
3481,N36080,Inbound,"2, P13"
3482,N36085,Outbound,"2, P13"
3483,N36100,Inbound,"2, P13"
3484,N36200,Inbound,"2, P13"
3485,N36210,Inbound,"2, P13"
3486,N36220,Outbound,"2, P13"
3487,N36290,Inbound,"2, P13"
3488,N36300,Outbound,"2, P13"
3489,N36340,Inbound,"2, P13"
3490,N36350,Inbound,"2, P13"
3491,N36360,Inbound,"2, P13"
3492,N36370,Inbound,"2, P13"
3493,N36380,Outbound,"2, P13"
3494,N36390,Inbound,"2, P13"
3495,N36440,Outbound,"2, P13"
3496,N36450,Outbound,"2, P13"
3497,N36460,Outbound,"2, P13"
3498,N36480,Outbound,"2, P13"
3499,N36500,Outbound,"2, P13"
3500,N36502,Inbound,"2, P13"
3501,N36520,Outbound,"2, P13"
3502,N36530,Inbound,"2, P13"
3503,N36540,Outbound,"2, P13"
3504,N36550,Outbound,"2, P13"
3505,N36560,Outbound,"2, P13"
3506,N36570,Outbound,"2, P13"
3507,N36600,Outbound,"2, P13"
3508,N36650,Outbound,"2, P13"
3509,N36690,Outbound,"2, P13"
3510,N36730,Outbound,"2, P13"
3511,N36740,Outbound,"2, P13"
3512,N36920,Outbound,4
3513,N36930,Inbound,4
3514,N36940,Outbound,4
3515,N36950,Inbound,4
3516,N36955,Outbound,4
3517,N36960,Inbound,4
3518,N36970,Inbound,4
3519,N36980,Outbound,4
3520,N36990,Outbound,4
3521,N37000,Inbound,4
3522,N37010,Outbound,4
3523,N37020,Outbound,4
3524,N37030,Inbound,4
3525,N37040,Outbound,4
3526,N37050,Inbound,4
3527,N37060,Outbound,4
3528,N37070,Outbound,4
3529,N37080,Inbound,4
3530,N37090,Inbound,4
3531,N37110,Inbound,4
3532,N37120,Inbound,4
3533,N37130,Inbound,4
3534,N37140,Outbound,4
3535,N37150,Outbound,4
3536,N37160,Outbound,4
3537,N37190,Inbound,4
3538,N37195,Outbound,4
3539,N37200,Outbound,4
3540,N37220,Outbound,4
3541,N37240,Inbound,4
3542,N37250,Outbound,4
3543,N37260,Inbound,4
3544,N37270,Inbound,4
3545,N37280,Outbound,4
3546,N37290,Inbound,4
3547,N37300,Outbound,4
3548,N37310,Outbound,4
3549,N37320,Inbound,4
3550,N37670,Outbound,O5
3551,N38140,Both,12
3552,N38150,Both,2
3553,N38170,Both,2
3554,N38330,Inbound,"13, 15, 16, 17"
3555,N38340,Outbound,"13, 15, 16, 17"
3556,N38370,Outbound,"13, 15, 16, 17"
3557,N38380,Inbound,"13, 15, 16, 17"
3558,N38390,Both,"11, 15, 17, 54, 8"
3559,N38430,Inbound,2
3560,N38440,Outbound,2
3561,N38480,Both,"13, 15, 16, 17, 54"
3562,N38540,Inbound,2
3563,N38570,Inbound,2
3564,N38580,Inbound,12
3565,N38640,Outbound,2
3566,N38660,Outbound,2
3567,N38690,Inbound,12
3568,N38700,Outbound,12
3569,N38710,Outbound,"13, 15, 16, 17"
3570,N38720,Outbound,"13, 15, 16, 17"
3571,N38740,Both,"13, 15, 16, 17, 54"
3572,N38770,Both,"11, 15, 17, 54, 8"
3573,N38820,Inbound,"13, 15, 16, 17"
3574,N38830,Inbound,"13, 15, 16, 17"
3575,N38840,Both,"11, 15, 17, 54, 8"
3576,N38860,Inbound,"13, 16"
3577,N39000,Inbound,O5
3578,N39010,Outbound,O5
3579,N39030,Outbound,O5
3580,N39060,Both,"12, 2"
3581,N39490,Inbound,14
3582,N39500,Outbound,14
3583,N39520,Outbound,14
3584,N39540,Inbound,14
3585,N39550,Outbound,14
3586,N39560,Outbound,14
3587,N39570,Outbound,14
3588,N39620,Outbound,14
3589,N39630,Inbound,14
3590,N39650,Outbound,14
3591,N39680,Outbound,14
3592,N39720,Outbound,14
3593,N39750,Outbound,14
3594,N39760,Outbound,"14, 19L"
3595,N39780,Outbound,14
3596,N39790,Outbound,14
3597,N39800,Outbound,14
3598,N39810,Inbound,14
3599,N39820,Inbound,"14, 19L"
3600,N39850,Outbound,"14, 19L"
3601,N39860,Outbound,14
3602,N39880,Outbound,14
3603,N39960,Outbound,14
3604,N39980,Inbound,14
3605,N40000,Outbound,14
3606,N40010,Outbound,14
3607,N40030,Inbound,14
3608,N40060,Inbound,14
3609,N40080,Inbound,14
3610,N40090,Inbound,14
3611,N40120,Inbound,14
3612,N40130,Outbound,14
3613,N40150,Inbound,14
3614,N40200,Inbound,14
3615,N40230,Inbound,14
3616,N40240,Inbound,14
3617,N40270,Outbound,"14, 19L"
3618,N40310,Inbound,14
3619,N40320,Inbound,14
3620,N40353,Inbound,14
3621,N40380,Outbound,14
3622,N40400,Inbound,14
3623,N40423,Both,13
3624,N40425,Outbound,"75, 91"
3625,N40430,Outbound,"75, 91"
3626,N40435,Outbound,"75, 91"
3627,N40440,Both,"75, 91"
3628,N40740,Inbound,2
3629,N40800,Outbound,2
3630,N40810,Inbound,2
3631,N40830,Outbound,2
3632,N40850,Inbound,2
3633,N40870,Inbound,"2, P13"
3634,N40890,Both,"2, O5, P13"
3635,N40900,Both,"2, O5, P13"
3636,N40910,Outbound,O5
3637,N40920,Inbound,"2, P13"
3638,N40990,Inbound,O5
3639,N41000,Inbound,O5
3640,N41020,Inbound,"2, P13"
3641,N41030,Both,"2, O5, P13"
3642,N41060,Both,"2, O5, P13"
3643,N41090,Inbound,"2, P13"
3644,N41100,Both,"2, O5, P13"
3645,N41130,Inbound,O5
3646,N41140,Inbound,O5
3647,N41160,Outbound,"2, P13"
3648,N41180,Both,"2, O5, P13"
3649,N41240,Outbound,O5
3650,N41250,Outbound,"2, P13"
3651,N41310,Inbound,"15, 6"
3652,N41320,Inbound,"15, 6"
3653,N41325,Outbound,"15, 6"
3654,N41340,Inbound,"15, 6"
3655,N41350,Outbound,"15, 6"
3656,N41620,Inbound,P10
3657,N41630,Outbound,P10
3658,N41640,Inbound,P10
3659,N41680,Outbound,P10
3660,N41700,Inbound,P10
3661,N41720,Inbound,P10
3662,N41730,Outbound,P10
3663,N41735,Inbound,17
3664,N41740,Outbound,17
3665,N41750,Inbound,"17, 18"
3666,N41755,Outbound,"17, 18"
3667,N41760,Outbound,"17, 18"
3668,N41770,Inbound,"17, 18"
3669,N41780,Inbound,"17, 18"
3670,N41790,Outbound,"17, 18"
3671,N41800,Outbound,"17, 18"
3672,N41830,Outbound,"17, 18"
3673,N42120,Outbound,8
3674,N42210,Inbound,"17, 8"
3675,N42300,Outbound,"8, O1"
3676,N42430,Inbound,8
3677,N42660,Inbound,8
3678,N42670,Outbound,8
3679,N42810,Outbound,"17, 4, 8"
3680,N42850,Outbound,8
3681,N43020,Inbound,8
3682,N43030,Both,"8, O1"
3683,N43060,Inbound,8
3684,N43080,Inbound,"17, 8"
3685,N43130,Outbound,8
3686,N43190,Outbound,8
3687,N43200,Inbound,8
3688,N43230,Inbound,8
3689,N43255,Inbound,"17, 4, 8"
3690,N43300,Inbound,8
3691,N43310,Outbound,8
3692,N43330,Outbound,8
3693,N43350,Inbound,8
3694,N43360,Outbound,8
3695,N43370,Inbound,8
3696,N43380,Outbound,8
3697,N43390,Outbound,8
3698,N43395,Outbound,8
3699,N43400,Outbound,8
3700,N43430,Outbound,8
3701,N43440,Inbound,8
3702,N43445,Outbound,8
3703,N43450,Both,"11, 8"
3704,N43470,Inbound,8
3705,N43480,Outbound,8
3706,N43500,Inbound,8
3707,N43510,Outbound,8
3708,N43540,Outbound,8
3709,N43550,Outbound,8
3710,N43560,Inbound,8
3711,N43565,Inbound,8
3712,N43590,Both,"11, 8"
3713,N43620,Inbound,8
3714,N43630,Outbound,8
3715,N43650,Both,"11, 8"
3716,N43660,Outbound,8
3717,N43670,Inbound,8
3718,N43680,Outbound,8
3719,N43710,Outbound,8
3720,N43740,Both,"11, 8"
3721,N43760,Both,"11, 8"
3722,N43770,Inbound,8
3723,N43790,Outbound,8
3724,N43800,Outbound,8
3725,N43810,Outbound,8
3726,N43820,Outbound,8
3727,N43830,Inbound,8
3728,N43860,Inbound,8
3729,N43890,Outbound,8
3730,N43900,Outbound,8
3731,N43920,Inbound,8
3732,N43930,Inbound,8
3733,N43940,Inbound,8
3734,N43960,Inbound,8
3735,N43970,Inbound,8
3736,N43980,Outbound,8
3737,N44000,Outbound,8
3738,N44020,Outbound,8
3739,N44030,Outbound,8
3740,N44040,Inbound,8
3741,N44050,Inbound,8
3742,N44060,Inbound,8
3743,N44080,Inbound,8
3744,N44100,Outbound,8
3745,N44450,Inbound,"1, P10"
3746,N44460,Outbound,"1, P10"
3747,N44480,Inbound,"1, P10"
3748,N44500,Inbound,"1, P10"
3749,N44530,Outbound,"1, P10"
3750,N44560,Inbound,"1, P10"
3751,N44570,Inbound,"1, P10"
3752,N44580,Inbound,"1, P10"
3753,N44590,Outbound,"1, P10"
3754,N44600,Inbound,"1, P10"
3755,N44640,Inbound,"1, P10"
3756,N44660,Inbound,"1, P10"
3757,N44670,Inbound,"1, P10"
3758,N44700,Inbound,"1, P10"
3759,N44710,Inbound,"1, P10"
3760,N44760,Outbound,"1, P10"
3761,N44770,Inbound,"1, P10"
3762,N44800,Inbound,"1, P10"
3763,N44810,Outbound,"1, P10"
3764,N44840,Inbound,"1, P10"
3765,N44860,Inbound,"1, P10"
3766,N44890,Outbound,"1, P10"
3767,N44960,Outbound,"1, P10"
3768,N44980,Outbound,"1, P10"
3769,N44990,Outbound,"1, P10"
3770,N45010,Outbound,"1, P10"
3771,N45030,Outbound,"1, P10"
3772,N45040,Outbound,"1, P10"
3773,N45060,Outbound,4
3774,N45080,Outbound,4
3775,N45120,Inbound,4
3776,N45160,Outbound,18
3777,N45210,Outbound,O5
3778,N45220,Inbound,O5
3779,N45230,Outbound,O5
3780,N45240,Inbound,O5
3781,N45260,Inbound,O5
3782,N45270,Outbound,O5
3783,N45280,Inbound,O5
3784,N45290,Outbound,O5
3785,N45300,Inbound,O5
3786,N45310,Outbound,O5
3787,N45320,Outbound,O5
3788,N45330,Inbound,O5
3789,N45340,Outbound,O5
3790,N45350,Outbound,O5
3791,N45360,Outbound,O5
3792,N45380,Inbound,O5
3793,N45382,Inbound,7
3794,N45383,Outbound,7
3795,N45384,Outbound,7
3796,N45386,Inbound,7
3797,N45387,Inbound,7
3798,N45490,Inbound,"15, 6"
3799,N45510,Outbound,O5
3800,N45520,Inbound,O5
3801,N45530,Inbound,O5
3802,N45540,Inbound,O5
3803,N45560,Inbound,O5
3804,N45570,Inbound,O5
3805,N45580,Outbound,O5
3806,N45590,Outbound,O5
3807,N45595,Outbound,O5
3808,N45600,Inbound,O5
3809,N45610,Outbound,O5
3810,N45620,Inbound,O5
3811,N45640,Outbound,O5
3812,N45650,Outbound,O5
3813,N45660,Outbound,O5
3814,N45670,Inbound,6
3815,N45680,Outbound,6
3816,N45690,Inbound,6
3817,N45700,Outbound,6
3818,N45720,Outbound,6
3819,N45750,Inbound,6
3820,N45770,Inbound,6
3821,N45780,Outbound,6
3822,N45790,Inbound,6
3823,N45800,Outbound,6
3824,N45810,Outbound,6
3825,N45820,Inbound,4
3826,N45830,Inbound,4
3827,N45840,Outbound,4
3828,N45850,Outbound,4
3829,N45860,Outbound,P10
3830,N45870,Inbound,P10
3831,N45890,Outbound,54
3832,N45905,Outbound,18
3833,N45940,Inbound,18
3834,N45950,Outbound,18
3835,N46060,Outbound,11
3836,N47075,Both,"17, 4"
3837,N47100,Inbound,O5
3838,N47110,Both,O5
3839,N47120,Inbound,O5
3840,N47130,Both,O5
3841,N47140,Both,O5
3842,N47150,Inbound,O5
3843,N47160,Inbound,O5
3844,N47170,Both,O5
3845,N47190,Both,O5
3846,N47200,Inbound,O5
3847,N47220,Both,O5
3848,N47230,Both,O5
3849,N47280,Both,"1, 11, 12, 13, 15, 16, 17, 2, 4, 6, 7, 8, P13"
3850,N47285,Outbound,"1, 11, 12, 2, 4, 6, 8, O5, P13"
3851,N47290,Outbound,"1, 11, 12, 2, 4, 6, 8"
3852,N47310,Both,"1, 11, 12, 13, 15, 16, 17, 2, 4, 6, 7, 8"
3853,N49090,Outbound,2
3854,N49441,Inbound,21
3855,N49450,Inbound,17
3856,N49460,Inbound,17
3857,N49470,Outbound,17
3858,N49471,Outbound,17
3859,N49480,Inbound,17
3860,N49490,Outbound,17
3861,N49500,Inbound,17
3862,N49510,Outbound,17
3863,N49520,Inbound,17
3864,N49530,Outbound,17
3865,N49560,Inbound,17
3866,N49570,Outbound,17
3867,N49580,Inbound,17
3868,N49600,Inbound,17
3869,N49610,Outbound,17
3870,N49620,Outbound,17
3871,N49960,Both,"15, 6, 7"
3872,N50200,Inbound,"13, 16"
3873,N50220,Inbound,6
3874,N50230,Inbound,6
3875,N50240,Inbound,6
3876,N50250,Inbound,6
3877,N50260,Outbound,6
3878,N50270,Outbound,6
3879,N50280,Outbound,6
3880,N50320,Inbound,7
3881,N50330,Outbound,7
3882,N50340,Outbound,7
3883,N50350,Inbound,7
3884,N50360,Outbound,7
3885,N50370,Outbound,7
3886,N50380,Inbound,7
3887,N50390,Inbound,7
3888,N50400,Outbound,7
3889,N50410,Inbound,7
3890,N50420,Inbound,7
3891,N50440,Outbound,7
3892,N50450,Inbound,7
3893,N50460,Inbound,7
3894,N50470,Inbound,7
3895,N50480,Outbound,7
3896,N50510,Outbound,7
3897,N50520,Inbound,7
3898,N50530,Inbound,7
3899,N50540,Outbound,7
3900,N50550,Outbound,7
3901,N50570,Inbound,7
3902,N50580,Outbound,7
3903,N50590,Inbound,7
3904,N50610,Inbound,7
3905,N50620,Outbound,7
3906,N50630,Inbound,7
3907,N50640,Outbound,7
3908,N50645,Inbound,7
3909,N50650,Outbound,7
3910,N50660,Outbound,7
3911,N50680,Inbound,7
3912,N50690,Outbound,7
3913,N50700,Outbound,7
3914,N50730,Inbound,7
3915,N50740,Inbound,7
3916,N50750,Outbound,7
3917,N50760,Outbound,7
3918,N50770,Inbound,7
3919,N51050,Inbound,O5
3920,N51060,Outbound,O5
3921,N51070,Inbound,O5
3922,N51080,Outbound,O5
3923,N51620,Outbound,6
3924,N51640,Inbound,6
3925,N51670,Inbound,O5
3926,N52130,Outbound,O5
3927,N52145,Inbound,O5
3928,N52150,Outbound,O5
3929,N52160,Inbound,O5
3930,N52190,Inbound,O5
3931,N52195,Inbound,O5
3932,N52200,Outbound,O5
3933,N52210,Outbound,O5
3934,N52220,Outbound,O5
3935,N52230,Inbound,O5
3936,N52235,Inbound,O5
3937,N52240,Outbound,O5
3938,N52250,Inbound,O5
3939,N52260,Inbound,O5
3940,N52270,Inbound,O5
3941,N52280,Inbound,O5
3942,N52290,Outbound,O5
3943,N52295,Outbound,O5
3944,N52300,Inbound,O5
3945,N52305,Outbound,O5
3946,N52310,Outbound,O5
3947,N52325,Outbound,O5
3948,N52330,Inbound,O5
3949,N52340,Inbound,O5
3950,N52350,Inbound,O5
3951,N52360,Outbound,O5
3952,N52365,Inbound,O5
3953,N52370,Outbound,O5
3954,N52380,Outbound,O5
3955,N52390,Outbound,O5
3956,N52540,Both,4
3957,N52545,Outbound,4
3958,N52550,Inbound,4
3959,N52580,Inbound,4
3960,N52590,Inbound,4
3961,N52600,Inbound,4
3962,N52605,Inbound,4
3963,N52620,Inbound,4
3964,N52630,Outbound,4
3965,N52640,Outbound,4
3966,N52650,Outbound,4
3967,N52655,Outbound,4
3968,N52670,Outbound,4
3969,N53290,Outbound,11
3970,N53500,Inbound,"1, 75, 91"
3971,N53510,Inbound,"1, 75, 91"
3972,N53540,Outbound,"1, 75, 91"
3973,N53545,Outbound,"1, 75, 91"
3974,N53580,Inbound,"13, 16"
3975,N53595,Outbound,"13, 8"
3976,N53597,Outbound,"13, 8"
3977,N53600,Inbound,8
3978,N53605,Inbound,"13, 8"
3979,N53610,Both,"13, 8"
3980,N53620,Both,"13, 8"
3981,N53630,Both,"13, 8"
3982,N53635,Both,"13, 8"
3983,N53640,Outbound,18
3984,N53645,Outbound,18
3985,N53650,Inbound,18
3986,N53670,Inbound,18
3987,N53750,Inbound,18
3988,N53753,Outbound,14
3989,N53760,Outbound,18
3990,N54500,Outbound,11
3991,N54505,Outbound,11
3992,N54510,Outbound,11
3993,N54520,Outbound,11
3994,N54530,Outbound,11
3995,N54540,Outbound,11
3996,N54620,Inbound,17
3997,N54640,Outbound,17
3998,N54670,Outbound,17
3999,N54680,Inbound,17
4000,N54690,Outbound,17
4001,N54790,Outbound,11
4002,N54800,Inbound,16
4003,N54810,Outbound,16
4004,N54820,Inbound,16
4005,N70000,Both,"11, 15, 17, 54, 8"
4006,N70002,Outbound,7
4007,N70003,Inbound,7
4008,N70004,Inbound,"13, 16"
4009,N70008,Inbound,"13, 16, 19L"
4010,N70009,Outbound,13
4011,N70010,Inbound,19L
4012,N70011,Both,2
4013,N70012,Both,"12, 2, O12"
4014,N70015,Outbound,"1, 2, 4, 54, 6, 7"
4015,N70022,Inbound,14
4016,N70023,Both,"12, 2"
4017,N70048,Outbound,"1, 75, 91"
4018,N70049,Inbound,"1, 75, 91"
4019,N70053,Outbound,8
4020,N70084,Outbound,13
4021,N70085,Inbound,O12
4022,N70086,Outbound,O12
4023,N70092,Inbound,"12, O12"
4024,N70096,Inbound,P10
4025,N70097,Outbound,P10
4026,N70099,Both,"12, 2, O12"
4027,N70102,Inbound,2
4028,N70104,Both,"12, 2, O12, P13"
4029,N70105,Outbound,P10
4030,N70106,Inbound,P10
4031,N70130,Inbound,"13, 15, 16"
4032,N70142,Both,"12, 2"
4033,N70143,Both,1
4034,N70144,Outbound,"1, P10"
4035,N70149,Inbound,14
4036,N70150,Outbound,"14, 18"
4037,N70158,Inbound,P10
4038,N70171,Outbound,P10
4039,N70173,Inbound,91
4040,N70175,Inbound,91
4041,N70176,Inbound,91
4042,N70177,Inbound,91
4043,N70178,Inbound,91
4044,N70210,Both,12
4045,N71179,Outbound,91
4046,N71180,Outbound,91
4047,N71181,Outbound,91
4048,N71182,Outbound,91
4049,N71183,Outbound,91
4050,N71186,Outbound,91
4051,N71192,Outbound,"1, 2, 4, 6, 7"
4052,N71193,Outbound,"11, 15, 17, 8"
4053,N71194,Outbound,O5
4054,N71203,Inbound,8
4055,N71204,Inbound,8
4056,N71205,Outbound,"11, 8"
4057,N71206,Inbound,91
4058,N71207,Inbound,13
4059,N71208,Both,91
4060,N71209,Both,91
4061,N71210,Inbound,"BLLB, BLSV, RED"
4062,N71211,Both,"BLLB, BLSV, RED"
4063,N71213,Both,"12, 2"
4064,N71216,Both,14
4065,N71217,Both,18
4066,N71218,Inbound,"16, 19L"
4067,N71220,Outbound,"16, 19L"
4068,N71221,Both,"14, 18"
4069,N71223,Outbound,"BLLB, BLSV, RED"
4070,N71234,Inbound,4
4071,N71235,Outbound,P10
4072,N71236,Outbound,P10
4073,N71237,Outbound,P10
4074,N71238,Outbound,P10
4075,N71239,Outbound,P10
4076,N71240,Outbound,P10
4077,N71241,Outbound,P10
4078,N71242,Inbound,P10
4079,N71243,Inbound,P10
4080,N71244,Inbound,P10
4081,N71245,Inbound,P10
4082,N71246,Inbound,P10
4083,N71247,Outbound,P10
4084,N71248,Outbound,P10
4085,N71249,Outbound,P10
4086,N71251,Both,12
4087,N71252,Inbound,14
4088,N71253,Outbound,6
4089,N71254,Inbound,14
4090,N71255,Outbound,14
4091,N71256,Outbound,"2, P13"
4092,N71257,Inbound,"2, P13"
4093,N71258,Outbound,17
4094,N71259,Inbound,O5
4095,N71260,Inbound,O5
4096,N71263,Outbound,8
4097,N71264,Outbound,1
4098,N71265,Inbound,1
4099,N71266,Inbound,4
4100,N71267,Outbound,4
4101,N71268,Inbound,91
4102,N71269,Inbound,91
4103,N71270,Inbound,91
4104,N71271,Inbound,91
4105,N71272,Inbound,91
4106,N71273,Outbound,91
4107,N71274,Outbound,91
4108,N71275,Outbound,91
4109,N71276,Outbound,91
4110,N71277,Inbound,91
4111,N71278,Outbound,7
4112,N71279,Outbound,"1, P16, P78"
4113,N71280,Inbound,"1, P16, P78"
4114,N71281,Inbound,13
4115,N71282,Inbound,2
4116,N71283,Both,91
4117,N71286,Both,P10
4118,N71287,Both,P10
4119,N71288,Outbound,P10
4120,N71289,Inbound,P10
4121,N71290,Outbound,P10
4122,N71291,Inbound,P10
4123,N71292,Outbound,P10
4124,N71293,Inbound,P10
4125,N71302,Outbound,13
4126,N71303,Outbound,2
4127,N71304,Outbound,6
4128,N71305,Outbound,"13, 15, 16, 17, 7"
4129,N71306,Outbound,"13, 15, 16, 17, 7"
4130,N71307,Both,"O12, P13"
4131,N71308,Inbound,14
4132,N71309,Inbound,2
4133,N71310,Inbound,O5
4134,N71311,Inbound,13
4135,N71312,Outbound,21
4136,N71313,Outbound,21
4137,N71314,Both,"12, 2"
4138,N71315,Both,"12, 2"
4139,N71316,Outbound,13
4140,N71317,Both,12
4141,N71318,Inbound,13
4142,N71319,Outbound,13
4143,N71320,Both,"12, 2"
4144,N71321,Inbound,19L
4145,N71322,Inbound,19L
4146,N71323,Inbound,19L
4147,N71324,Inbound,19L
4148,N71325,Inbound,19L
4149,N71326,Inbound,19L
4150,N71327,Inbound,19L
4151,N71328,Inbound,19L
4152,N71329,Inbound,19L
4153,N71330,Outbound,19L
4154,N71331,Outbound,19L
4155,N71332,Outbound,19L
4156,N71333,Outbound,19L
4157,N71334,Outbound,19L
4158,N71335,Outbound,19L
4159,N71336,Outbound,19L
4160,N71337,Inbound,2
4161,N71338,Both,"P78,"
4162,N71339,Inbound,4
4163,N71340,Outbound,8
4164,N71341,Outbound,14
4165,N71342,Both,"2, 12"
4166,P00220,Outbound,"52L, 53L, 56, 57, 58"
4167,P00330,Inbound,"52L, 53L, 56, 57, 58"
4168,P00360,Outbound,"52L, 53L, 56, 57, 58"
4169,P00375,Outbound,"52L, 53L, 56, 57, 58"
4170,P00380,Outbound,"52L, 53L, 56, 57, 58"
4171,P00390,Outbound,"52L, 53L, 56, 57, 58"
4172,P00490,Inbound,"65, 81, 82, 83, P76"
4173,P00580,Both,"19L, 65, 67, 69, P76"
4174,P00585,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
4175,P00590,Both,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67"
4176,P00600,Both,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67"
4177,P00610,Both,"81, 82, 83, P17"
4178,P00615,Both,"19L, 65, 67, 69, 77, P69, P7, P76, P78"
4179,P00650,Both,"19L, 65, 67, 69, 77, 81, 82, 83, P17, P69, P7, P76, P78"
4180,P00660,Inbound,"61A, 61B, 61C, 61D, 65, 67, 69, 71A, 71B, 71C, 71D"
4181,P00680,Inbound,"77, 81, 82, 83"
4182,P00690,Inbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
4183,P00710,Inbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
4184,P00740,Both,"41, 43, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49"
4185,P00750,Inbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
4186,P00760,Outbound,"13, 15, 16, 17, 7"
4187,P00850,Both,"28X, G2, G3, O5"
4188,P00860,Both,"28X, 77, 81, 82, 83, O1, O12"
4189,P00920,Outbound,"1, 11, 12, 2, 4, 6, 8, O5, P13"
4190,P00930,Both,"13, 16, 17"
4191,P00940,Both,"1, 11, 15, 6"
4192,P01040,Both,"12, 2, 4, 7, 8, P13"
4193,P01150,Inbound,"52L, 53L, 56, 57, 58"
4194,P01230,Outbound,"65, 67, 69"
4195,P01240,Inbound,"52L, 53L, 56, 57, 58"
